time, ACC_X, ACC_Y, ACC_Z, B_X, B_Y, B_Z, EULER_X, EULER_Y, EULER_Z, GYRO_X, GYRO_Y, GYRO_Z
'2021-05-09 23:16:45 957',-0.142,-0.997,-0.141,-0.387,0.306,0.201,-97.71,-7.94,160,0.044,0.013,-0.091
'2021-05-09 23:16:45 858',-0.141,-0.997,-0.145,-0.384,0.302,0.199,-97.79,-8.17,160.22,0.103,0.052,0.034
'2021-05-09 23:16:45 807',-0.144,-0.997,-0.143,-0.387,0.305,0.2,-97.65,-8.08,160.03,0.115,-0.025,-0.077
'2021-05-09 23:16:45 736',-0.141,-0.995,-0.145,-0.398,0.302,0.198,-97.79,-7.96,160.14,0.112,0.08,0.005
'2021-05-09 23:16:45 708',-0.14,-0.996,-0.145,-0.388,0.302,0.2,-97.77,-8.18,160.18,0.137,-0.005,0.091
'2021-05-09 23:16:45 643',-0.141,-0.995,-0.142,-0.388,0.305,0.198,-97.82,-7.96,159.89,0.094,0.009,0.131
'2021-05-09 23:16:45 586',-0.142,-0.992,-0.143,-0.392,0.302,0.192,-97.82,-8.01,160.02,0.045,-0.027,0.013
'2021-05-09 23:16:45 528',-0.142,-0.997,-0.14,-0.394,0.295,0.195,-97.83,-7.83,159.79,0.071,0.036,-0.013
'2021-05-09 23:16:45 493',-0.142,-0.997,-0.141,-0.389,0.306,0.2,-97.86,-7.83,159.85,0.091,-0.015,0.019
'2021-05-09 23:16:45 434',-0.143,-0.994,-0.141,-0.392,0.299,0.203,-97.96,-7.93,159.77,-0.002,-0.083,-0.051
'2021-05-09 23:16:45 378',-0.143,-0.998,-0.141,-0.387,0.296,0.199,-97.87,-7.88,159.7,0.112,0,0.054
'2021-05-09 23:16:45 331',-0.146,-0.994,-0.139,-0.385,0.308,0.198,-97.88,-8.27,160.11,0.1,0.056,0.076
'2021-05-09 23:16:45 284',-0.146,-0.995,-0.139,-0.395,0.304,0.203,-97.95,-8.16,159.94,0.005,-0.016,-0.088
'2021-05-09 23:16:45 228',-0.145,-0.994,-0.139,-0.391,0.308,0.206,-97.96,-8.19,160.19,0.14,-0.061,0.06
'2021-05-09 23:16:45 190',-0.149,-0.996,-0.135,-0.391,0.303,0.2,-98,-7.97,160.3,0.01,0.129,0.028
'2021-05-09 23:16:45 187',-0.147,-0.994,-0.132,-0.387,0.309,0.2,-97.53,-8.08,159.81,-0.025,0.131,-0.016
'2021-05-09 23:16:45 185',-0.143,-0.996,-0.136,-0.384,0.305,0.204,-97.4,-8.05,159.7,0.128,0.053,0.006
'2021-05-09 23:16:45 181',-0.143,-0.998,-0.131,-0.387,0.302,0.204,-97.39,-8.14,159.68,-0.006,-0.069,-0.04
'2021-05-09 23:16:45 181',-0.146,-0.994,-0.139,-0.388,0.308,0.209,-97.93,-8.22,160.04,0.072,-0.041,0.027
'2021-05-09 23:16:45 078',-0.146,-0.995,-0.139,-0.392,0.309,0.203,-98.05,-8.12,160.31,0.039,-0.037,0.069
'2021-05-09 23:16:45 040',-0.147,-0.997,-0.134,-0.384,0.305,0.203,-97.95,-7.94,160.16,-0.007,0.091,-0.034
'2021-05-09 23:16:45 037',-0.146,-0.994,-0.132,-0.388,0.301,0.206,-97.4,-8.14,159.67,0.037,0.003,0.043
'2021-05-09 23:16:45 035',-0.146,-0.998,-0.133,-0.387,0.301,0.201,-97.41,-8.07,159.69,0.096,0.014,-0.034
'2021-05-09 23:16:45 031',-0.144,-1,-0.13,-0.398,0.309,0.198,-97.27,-8.2,159.83,-0.042,-0.023,0
'2021-05-09 23:16:44 730',-0.142,-0.998,-0.135,-0.394,0.308,0.195,-97.13,-8.19,159.9,0.223,-0.135,0.094
'2021-05-09 23:16:44 626',-0.14,-0.994,-0.138,-0.388,0.306,0.201,-97.73,-7.93,160.42,0.092,-0.179,0.025
'2021-05-09 23:16:44 580',-0.139,-0.997,-0.141,-0.391,0.302,0.198,-97.53,-8.03,160.25,0.235,-0.083,0.067
'2021-05-09 23:16:44 520',-0.14,-0.993,-0.141,-0.391,0.308,0.209,-97.54,-7.96,160.73,0.043,0.036,0.024
'2021-05-09 23:16:44 476',-0.139,-0.993,-0.138,-0.388,0.308,0.201,-97.75,-7.88,160.7,0.072,0.019,0.003
'2021-05-09 23:16:44 421',-0.136,-0.996,-0.146,-0.398,0.298,0.196,-97.58,-7.94,160.64,0.193,0.098,0.056
'2021-05-09 23:16:44 370',-0.141,-0.994,-0.143,-0.397,0.306,0.203,-97.37,-7.93,160.83,0.205,0.152,0.014
'2021-05-09 23:16:44 312',-0.141,-0.997,-0.139,-0.39,0.304,0.209,-97.75,-7.98,160.21,0.096,0.232,-0.068
'2021-05-09 23:16:44 271',-0.137,-0.996,-0.142,-0.398,0.298,0.198,-97.65,-7.94,160.52,0.135,0,0.084
'2021-05-09 23:16:44 211',-0.137,-0.995,-0.137,-0.394,0.307,0.209,-97.76,-8.26,159.9,0.278,-0.19,0.235
'2021-05-09 23:16:44 162',-0.142,-0.996,-0.136,-0.392,0.305,0.209,-97.69,-8.12,160.04,0.004,0.179,-0.04
'2021-05-09 23:16:44 109',-0.146,-0.998,-0.122,-0.385,0.304,0.208,-97.55,-8.17,160.47,0.073,0.117,-0.043
'2021-05-09 23:16:44 061',-0.132,-0.997,-0.134,-0.391,0.307,0.208,-98.03,-8,160.16,0.112,-0.087,0.232
'2021-05-09 23:16:43 998',-0.143,-1.001,-0.112,-0.389,0.309,0.203,-97.05,-8.19,160.3,-0.028,0.174,-0.026
'2021-05-09 23:16:43 959',-0.144,-0.997,-0.12,-0.392,0.302,0.203,-97.55,-8.24,160.47,-0.131,0.083,0.134
'2021-05-09 23:16:43 897',-0.137,-1.002,-0.115,-0.382,0.305,0.206,-97.16,-8.06,160.3,0.05,0.065,0.256
'2021-05-09 23:16:43 848',-0.14,-1,-0.114,-0.385,0.311,0.203,-96.95,-8.28,160.19,0.188,0.004,0.061
'2021-05-09 23:16:43 793',-0.144,-1.001,-0.109,-0.387,0.306,0.198,-96.16,-7.88,159.74,0.141,0.11,0.053
'2021-05-09 23:16:43 747',-0.142,-1.003,-0.103,-0.388,0.302,0.196,-96.82,-7.61,160.44,-0.398,0.449,-0.09
'2021-05-09 23:16:43 692',-0.14,-1.002,-0.109,-0.384,0.309,0.2,-96.32,-7.76,159.57,0.141,0.106,0.09
'2021-05-09 23:16:43 643',-0.138,-1.003,-0.108,-0.384,0.311,0.2,-96.22,-7.83,159.67,0.066,0.149,0.068
'2021-05-09 23:16:43 588',-0.137,-1.001,-0.109,-0.382,0.305,0.195,-96.4,-7.75,159.31,-0.003,0.012,-0.075
'2021-05-09 23:16:43 542',-0.138,-1.003,-0.111,-0.382,0.312,0.195,-96.39,-7.66,159.49,0.135,0.117,0.043
'2021-05-09 23:16:43 492',-0.136,-1.001,-0.11,-0.384,0.306,0.203,-96.3,-7.83,159.2,0.028,0.122,-0.02
'2021-05-09 23:16:43 438',-0.137,-1,-0.109,-0.384,0.309,0.196,-96.34,-7.89,159.33,0.044,0.097,0.041
'2021-05-09 23:16:43 387',-0.136,-1.001,-0.111,-0.385,0.308,0.201,-96.27,-8.01,158.98,0.061,0.031,0.102
'2021-05-09 23:16:43 342',-0.136,-1.001,-0.111,-0.387,0.314,0.2,-96.21,-7.91,159.12,0.087,0.092,-0.03
'2021-05-09 23:16:43 283',-0.135,-1.002,-0.11,-0.385,0.312,0.206,-96.17,-7.91,159.06,0.045,-0.038,0.09
'2021-05-09 23:16:43 237',-0.138,-1.001,-0.111,-0.388,0.309,0.206,-96.26,-7.94,158.96,0.006,0.002,0.071
'2021-05-09 23:16:43 191',-0.136,-1.002,-0.109,-0.384,0.302,0.195,-96.03,-7.83,159.19,0.129,-0.008,0.064
'2021-05-09 23:16:43 133',-0.137,-1.002,-0.11,-0.384,0.309,0.2,-96.11,-7.84,159.18,0.066,0.013,0.023
'2021-05-09 23:16:43 084',-0.137,-1.001,-0.108,-0.384,0.308,0.2,-96.22,-7.69,159.12,0.064,-0.027,0.042
'2021-05-09 23:16:43 041',-0.136,-1.002,-0.109,-0.381,0.306,0.196,-96.16,-7.7,159.17,0.117,0.039,0.047
'2021-05-09 23:16:42 982',-0.136,-1.002,-0.109,-0.384,0.311,0.195,-96.15,-7.61,159.18,0.083,-0.003,0.03
'2021-05-09 23:16:42 934',-0.138,-1.002,-0.109,-0.382,0.309,0.198,-96.22,-7.65,159.19,0.038,0.041,0.05
'2021-05-09 23:16:42 880',-0.136,-1.001,-0.108,-0.381,0.312,0.198,-96.16,-7.61,158.98,0.034,0.107,0
'2021-05-09 23:16:42 832',-0.137,-1.001,-0.109,-0.384,0.306,0.196,-96.19,-7.6,159.19,0.035,0.106,0.091
'2021-05-09 23:16:42 784',-0.135,-1.003,-0.107,-0.387,0.305,0.196,-95.97,-7.76,159,0.106,-0.022,-0.051
'2021-05-09 23:16:42 730',-0.135,-1.001,-0.108,-0.385,0.308,0.204,-96.11,-7.64,158.88,0.047,0.041,0.029
'2021-05-09 23:16:42 684',-0.135,-1.005,-0.106,-0.387,0.301,0.201,-96.01,-7.89,159.1,0.065,0.01,0.093
'2021-05-09 23:16:42 634',-0.134,-1.003,-0.106,-0.382,0.306,0.198,-96.02,-7.86,159.04,0.093,0.03,-0.007
'2021-05-09 23:16:42 592',-0.133,-1.004,-0.108,-0.384,0.305,0.198,-95.98,-7.8,159.22,0.109,-0.062,0.083
'2021-05-09 23:16:42 534',-0.134,-1.004,-0.105,-0.384,0.299,0.201,-95.99,-7.82,159.14,0.102,0.052,0.045
'2021-05-09 23:16:42 501',-0.134,-1.002,-0.107,-0.384,0.312,0.195,-95.87,-7.68,159.23,0.079,0.016,0.136
'2021-05-09 23:16:42 442',-0.133,-1.002,-0.107,-0.381,0.312,0.193,-96.01,-7.74,159.34,-0.001,0.007,0.077
'2021-05-09 23:16:42 416',-0.134,-1.002,-0.106,-0.388,0.312,0.2,-95.83,-7.64,159.21,0.126,-0.019,0.045
'2021-05-09 23:16:42 414',-0.135,-1.001,-0.105,-0.385,0.314,0.196,-95.94,-7.42,159.4,0.071,-0.051,0.007
'2021-05-09 23:16:42 410',-0.135,-1.002,-0.105,-0.388,0.305,0.196,-95.84,-7.38,159.45,0.115,0.008,-0.011
'2021-05-09 23:16:42 351',-0.134,-1.002,-0.106,-0.379,0.317,0.198,-95.88,-7.54,159.18,0.089,0.032,-0.024
'2021-05-09 23:16:42 266',-0.135,-1.002,-0.106,-0.385,0.308,0.196,-95.88,-7.61,159.27,0.074,-0.075,0.145
'2021-05-09 23:16:42 264',-0.135,-1.003,-0.104,-0.385,0.308,0.196,-95.94,-7.41,159.51,0.068,0.042,-0.021
'2021-05-09 23:16:42 260',-0.135,-1.002,-0.104,-0.388,0.303,0.2,-95.88,-7.39,159.5,0.036,0.122,-0.042
'2021-05-09 23:16:42 055',-0.135,-1.001,-0.104,-0.382,0.306,0.188,-95.77,-7.49,159.42,0.087,0.05,-0.061
'2021-05-09 23:16:41 958',-0.132,-1,-0.105,-0.382,0.317,0.192,-95.79,-7.8,159.33,0.075,-0.087,0.135
'2021-05-09 23:16:41 905',-0.135,-1.001,-0.104,-0.381,0.315,0.188,-95.8,-7.6,159.37,0.047,0.103,-0.092
'2021-05-09 23:16:41 856',-0.132,-1.003,-0.105,-0.384,0.315,0.192,-95.9,-7.61,159.48,0.047,-0.028,0.071
'2021-05-09 23:16:41 808',-0.132,-1.003,-0.105,-0.385,0.308,0.193,-95.81,-7.68,159.43,0.094,-0.032,0.06
'2021-05-09 23:16:41 742',-0.131,-1.003,-0.105,-0.387,0.309,0.193,-95.97,-7.58,159.55,0.065,0.012,0.072
'2021-05-09 23:16:41 706',-0.132,-1.003,-0.105,-0.387,0.314,0.195,-95.88,-7.56,159.52,0.098,-0.006,0.017
'2021-05-09 23:16:41 651',-0.134,-1.004,-0.105,-0.387,0.309,0.193,-96.03,-7.35,159.53,0.097,0.049,0.022
'2021-05-09 23:16:41 592',-0.132,-1.002,-0.105,-0.387,0.311,0.203,-95.97,-7.54,159.55,0.062,0.054,0.126
'2021-05-09 23:16:41 546',-0.134,-1.003,-0.106,-0.387,0.305,0.196,-96.08,-7.45,159.47,0.087,0.051,0.023
'2021-05-09 23:16:41 501',-0.134,-1.004,-0.105,-0.388,0.314,0.19,-96.08,-7.34,159.49,0.045,0.04,-0.007
'2021-05-09 23:16:41 440',-0.134,-1.001,-0.105,-0.384,0.312,0.201,-96.19,-7.48,159.38,0.02,0.086,-0.091
'2021-05-09 23:16:41 396',-0.134,-1.003,-0.106,-0.384,0.303,0.195,-96.1,-7.44,159.46,0.124,0,0.051
'2021-05-09 23:16:41 338',-0.134,-1.002,-0.105,-0.375,0.314,0.201,-96.2,-7.84,159.38,0.043,0.065,0.03
'2021-05-09 23:16:41 290',-0.135,-1.003,-0.105,-0.378,0.314,0.198,-96.12,-7.62,159.36,0.104,0.08,-0.107
'2021-05-09 23:16:41 234',-0.134,-1.002,-0.106,-0.385,0.314,0.201,-95.97,-7.96,159.27,0.099,0.078,0.102
'2021-05-09 23:16:41 188',-0.134,-1.002,-0.105,-0.384,0.309,0.201,-96.04,-7.88,159.38,0.056,0.088,-0.039
'2021-05-09 23:16:41 130',-0.134,-1.003,-0.108,-0.379,0.309,0.191,-95.98,-7.7,159.3,0.114,0.063,0.125
'2021-05-09 23:16:41 084',-0.133,-1.001,-0.107,-0.385,0.311,0.198,-95.97,-7.9,159.22,0.06,0,0.086
'2021-05-09 23:16:41 036',-0.134,-1.003,-0.108,-0.385,0.306,0.195,-96.07,-7.61,159.14,0.044,0.052,0.03
'2021-05-09 23:16:40 980',-0.132,-1.002,-0.108,-0.384,0.311,0.193,-96.03,-7.6,159.22,0.089,0.054,0.082
'2021-05-09 23:16:40 886',-0.133,-1.002,-0.108,-0.384,0.311,0.196,-96.05,-7.62,159.08,0.042,-0.007,0.092
'2021-05-09 23:16:30 886',-0.134,-1.002,-0.109,-0.394,0.312,0.192,-96.07,-7.27,159.39,0,-0.037,-0.017
'2021-05-09 23:16:30 844',-0.136,-1.003,-0.111,-0.389,0.314,0.198,-96.05,-7.39,159.26,0.115,0.065,-0.077
'2021-05-09 23:16:30 843',-0.137,-1.001,-0.111,-0.384,0.308,0.2,-96.18,-7.76,159.09,0.065,0.035,-0.005
'2021-05-09 23:16:30 840',-0.136,-1.002,-0.111,-0.381,0.311,0.198,-96.11,-7.8,159.02,0.075,0.094,0.036
'2021-05-09 23:16:30 736',-0.136,-1.004,-0.11,-0.395,0.311,0.198,-96.01,-7.29,159.41,0.098,0.1,0.001
'2021-05-09 23:16:30 694',-0.137,-1.002,-0.111,-0.382,0.309,0.187,-96.09,-7.5,159.21,0.11,0.05,-0.097
'2021-05-09 23:16:30 693',-0.136,-0.999,-0.111,-0.392,0.309,0.192,-96.18,-7.79,159.05,-0.006,0.011,0.036
'2021-05-09 23:16:30 690',-0.135,-1.002,-0.111,-0.381,0.315,0.203,-96.09,-7.81,158.93,0.034,0.075,0.073
'2021-05-09 23:16:30 461',-0.135,-1.004,-0.111,-0.384,0.312,0.196,-96.04,-7.81,158.89,0.128,-0.042,0.027
'2021-05-09 23:16:30 396',-0.134,-1.003,-0.111,-0.388,0.309,0.195,-96.31,-7.75,159.04,0.064,-0.085,0.156
'2021-05-09 23:16:30 395',-0.136,-1.002,-0.11,-0.384,0.308,0.192,-96.29,-7.47,158.99,0.082,0.006,-0.005
'2021-05-09 23:16:30 392',-0.137,-1,-0.109,-0.385,0.317,0.201,-96.42,-7.69,159.01,0.047,0.014,-0.053
'2021-05-09 23:16:30 311',-0.134,-1.003,-0.111,-0.384,0.306,0.198,-96.12,-7.83,158.94,0.126,-0.021,0.068
'2021-05-09 23:16:30 246',-0.135,-1.003,-0.111,-0.388,0.309,0.193,-96.36,-7.6,159.1,-0.055,-0.018,0.091
'2021-05-09 23:16:30 245',-0.137,-1.001,-0.111,-0.384,0.314,0.201,-96.36,-7.5,158.95,0.13,0.025,-0.046
'2021-05-09 23:16:30 242',-0.137,-1,-0.11,-0.379,0.312,0.2,-96.43,-7.78,159.02,0.09,-0.067,-0.036
'2021-05-09 23:16:30 049',-0.137,-0.996,-0.111,-0.384,0.312,0.204,-96.52,-7.82,159.1,0.003,-0.024,0.04
'2021-05-09 23:16:29 952',-0.135,-1.003,-0.11,-0.387,0.306,0.2,-96.42,-7.69,159.31,0.057,0.058,0.02
'2021-05-09 23:16:29 899',-0.136,-0.998,-0.11,-0.384,0.309,0.204,-96.44,-7.79,159.19,0.052,0.009,0.041
'2021-05-09 23:16:29 846',-0.135,-1.003,-0.111,-0.378,0.315,0.193,-96.26,-7.6,159.35,0.052,-0.028,0.034
'2021-05-09 23:16:29 802',-0.137,-1.003,-0.11,-0.378,0.312,0.198,-96.39,-7.71,159.27,0.009,-0.013,0.068
'2021-05-09 23:16:29 738',-0.135,-1.001,-0.11,-0.378,0.312,0.2,-96.22,-7.55,159.29,0.039,0.054,0.066
'2021-05-09 23:16:29 696',-0.134,-1.004,-0.111,-0.381,0.314,0.192,-96.26,-7.58,159.39,0.057,0.067,0.043
'2021-05-09 23:16:29 640',-0.134,-1,-0.111,-0.38,0.318,0.201,-96.09,-7.45,159.11,0.069,0.045,-0.011
'2021-05-09 23:16:29 588',-0.135,-1.001,-0.11,-0.379,0.311,0.2,-96.14,-7.48,159.29,0.058,0.123,0.06
'2021-05-09 23:16:29 534',-0.132,-1.003,-0.111,-0.387,0.305,0.2,-96.11,-7.41,159.22,0.079,0.078,0.029
'2021-05-09 23:16:29 490',-0.134,-0.998,-0.111,-0.381,0.314,0.196,-96.04,-7.48,159.12,0.084,-0.015,0.014
'2021-05-09 23:16:29 437',-0.134,-1.002,-0.11,-0.388,0.305,0.196,-96.1,-7.58,159.11,0.07,-0.033,-0.053
'2021-05-09 23:16:29 384',-0.132,-1.002,-0.111,-0.391,0.309,0.195,-96.08,-7.4,159.17,0.025,-0.001,0.013
'2021-05-09 23:16:29 340',-0.134,-1.001,-0.11,-0.387,0.312,0.193,-96.09,-7.71,159.19,0.043,0.089,0.045
'2021-05-09 23:16:29 287',-0.133,-1.002,-0.111,-0.387,0.308,0.2,-96.1,-7.68,159.17,0.058,-0.022,0.016
'2021-05-09 23:16:29 242',-0.132,-1.001,-0.111,-0.388,0.305,0.193,-96.15,-7.78,158.98,0.137,0.027,0.083
'2021-05-09 23:16:29 190',-0.133,-1.001,-0.111,-0.382,0.315,0.193,-96.07,-7.72,159.06,0.117,0.04,0.015
'2021-05-09 23:16:29 136',-0.132,-1.001,-0.111,-0.384,0.312,0.196,-96.23,-7.83,159.01,0.008,-0.025,0.06
'2021-05-09 23:16:29 092',-0.132,-1,-0.11,-0.388,0.309,0.203,-96.23,-7.79,158.85,0.052,-0.052,0.011
'2021-05-09 23:16:29 028',-0.132,-1.003,-0.111,-0.38,0.307,0.204,-96.2,-7.82,159.06,0.094,0.029,0.043
'2021-05-09 23:16:28 986',-0.132,-1.002,-0.112,-0.381,0.311,0.19,-96.17,-7.82,159.04,0.043,-0.021,0.076
'2021-05-09 23:16:28 931',-0.131,-1.002,-0.11,-0.389,0.303,0.19,-96.14,-7.72,159.2,0.057,-0.078,0.109
'2021-05-09 23:16:28 878',-0.132,-1.003,-0.111,-0.381,0.302,0.206,-96.18,-7.82,159.11,0.103,0.053,0.081
'2021-05-09 23:16:28 825',-0.133,-1.002,-0.11,-0.389,0.306,0.198,-96.19,-7.58,159.24,0.09,0.069,0.111
'2021-05-09 23:16:28 781',-0.132,-1.001,-0.11,-0.388,0.302,0.201,-96.19,-7.67,159.22,0.116,-0.012,0.059
'2021-05-09 23:16:28 729',-0.133,-1.003,-0.111,-0.379,0.317,0.198,-96.23,-7.4,159.06,0.1,-0.006,0.074
'2021-05-09 23:16:28 675',-0.133,-1.002,-0.11,-0.389,0.309,0.196,-96.21,-7.49,159.17,0.059,0.06,0.119
'2021-05-09 23:16:28 610',-0.133,-1.002,-0.112,-0.381,0.314,0.203,-96.15,-7.29,159.12,0.082,-0.003,0.025
'2021-05-09 23:16:28 579',-0.132,-1.003,-0.111,-0.382,0.311,0.203,-96.27,-7.32,159.09,0.061,0.048,0.031
'2021-05-09 23:16:28 517',-0.134,-1.002,-0.112,-0.381,0.311,0.198,-96.16,-7.33,159.16,0.08,0.019,-0.03
'2021-05-09 23:16:28 460',-0.134,-1.003,-0.112,-0.388,0.312,0.198,-96.11,-7.25,159.2,0.094,0.072,-0.033
'2021-05-09 23:16:28 408',-0.132,-1,-0.112,-0.392,0.311,0.2,-96.27,-7.51,158.94,0.032,0.026,0
'2021-05-09 23:16:28 367',-0.134,-1.003,-0.112,-0.382,0.317,0.192,-96.15,-7.37,159.19,0.047,0.027,-0.003
'2021-05-09 23:16:28 300',-0.132,-1.003,-0.112,-0.382,0.312,0.2,-96.28,-7.7,158.82,0.086,0.054,-0.02
'2021-05-09 23:16:28 258',-0.132,-1,-0.11,-0.391,0.312,0.196,-96.23,-7.56,158.91,0.076,-0.038,-0.044
'2021-05-09 23:16:28 202',-0.133,-1.003,-0.113,-0.387,0.311,0.196,-96.33,-7.82,158.77,0.05,0.011,0.088
'2021-05-09 23:16:28 150',-0.133,-1.004,-0.112,-0.385,0.309,0.2,-96.31,-7.79,158.78,0.121,0.037,0.029
'2021-05-09 23:16:28 086',-0.135,-1.003,-0.111,-0.385,0.308,0.203,-96.27,-7.78,158.72,0.139,0.011,-0.045
'2021-05-09 23:16:28 052',-0.133,-1.004,-0.112,-0.384,0.309,0.204,-96.36,-7.73,158.71,0.036,0,0.022
'2021-05-09 23:16:27 990',-0.137,-1.001,-0.112,-0.38,0.309,0.203,-96.33,-7.84,158.9,0.091,0.035,0.025
'2021-05-09 23:16:27 936',-0.136,-1.001,-0.112,-0.38,0.308,0.206,-96.36,-7.89,158.73,0.063,-0.02,0.004
'2021-05-09 23:16:27 881',-0.136,-1,-0.113,-0.38,0.308,0.206,-96.33,-7.74,159,0.109,0.012,0.09
'2021-05-09 23:16:27 840',-0.136,-1,-0.111,-0.381,0.312,0.206,-96.34,-7.85,158.91,0.094,0.038,0.037
'2021-05-09 23:16:27 779',-0.135,-1.003,-0.112,-0.385,0.309,0.195,-96.29,-7.46,159.18,0.099,0.015,0.053
'2021-05-09 23:16:27 731',-0.136,-1.001,-0.112,-0.385,0.306,0.198,-96.32,-7.52,159.21,0.038,0.043,0.044
'2021-05-09 23:16:27 680',-0.136,-1.003,-0.112,-0.385,0.309,0.2,-96.34,-7.51,159.11,0.065,0.061,0.009
'2021-05-09 23:16:27 629',-0.136,-1.004,-0.112,-0.385,0.305,0.198,-96.34,-7.41,159.16,0.11,0.026,0.01
'2021-05-09 23:16:27 585',-0.136,-1.001,-0.112,-0.389,0.304,0.203,-96.4,-7.5,159.08,0.071,0.071,-0.042
'2021-05-09 23:16:27 530',-0.136,-1.004,-0.112,-0.385,0.308,0.196,-96.34,-7.52,159.07,0.082,0.079,0.037
'2021-05-09 23:16:27 495',-0.136,-1.001,-0.111,-0.389,0.306,0.204,-96.27,-7.73,159.03,0.055,0.096,-0.026
'2021-05-09 23:16:27 435',-0.137,-1,-0.111,-0.382,0.307,0.209,-96.39,-7.57,159.04,0.064,0.084,-0.018
'2021-05-09 23:16:27 379',-0.137,-0.998,-0.111,-0.391,0.312,0.198,-96.25,-7.93,159.02,0.089,0.032,0.053
'2021-05-09 23:16:27 345',-0.137,-1,-0.11,-0.385,0.306,0.201,-96.22,-7.8,158.97,0.079,0.026,-0.032
'2021-05-09 23:16:27 283',-0.137,-1.003,-0.11,-0.384,0.315,0.203,-96.31,-7.78,158.96,0.052,-0.04,0.03
'2021-05-09 23:16:27 229',-0.136,-1.003,-0.111,-0.385,0.311,0.198,-96.29,-7.92,158.97,0.052,-0.006,0.078
'2021-05-09 23:16:27 182',-0.136,-1.004,-0.111,-0.389,0.303,0.2,-96.35,-7.8,159.07,0.059,0.042,0.124
'2021-05-09 23:16:27 133',-0.139,-1.005,-0.112,-0.387,0.303,0.201,-96.29,-7.76,159.05,0.123,0.012,-0.023
'2021-05-09 23:16:27 080',-0.137,-1.001,-0.112,-0.388,0.309,0.203,-96.42,-7.53,158.9,0.04,-0.016,0.005
'2021-05-09 23:16:27 032',-0.136,-1.002,-0.111,-0.384,0.306,0.203,-96.33,-7.59,158.83,0.127,-0.004,0.067
'2021-05-09 23:16:26 981',-0.138,-0.999,-0.112,-0.387,0.308,0.204,-96.24,-7.63,158.92,0.059,0.061,-0.057
'2021-05-09 23:16:26 930',-0.137,-1.001,-0.112,-0.382,0.311,0.196,-96.39,-7.53,158.96,0.005,0.077,0
'2021-05-09 23:16:26 872',-0.135,-1.002,-0.112,-0.381,0.308,0.196,-96.26,-7.75,159.04,0.06,-0.066,0.011
'2021-05-09 23:16:26 831',-0.136,-0.999,-0.112,-0.387,0.306,0.198,-96.19,-7.72,158.91,0.087,-0.055,-0.004
'2021-05-09 23:16:26 775',-0.135,-1.001,-0.113,-0.381,0.309,0.196,-96.44,-7.9,159.11,-0.003,0.012,0.037
'2021-05-09 23:16:26 722',-0.135,-1.003,-0.112,-0.382,0.308,0.195,-96.26,-7.77,159.13,0.121,0.024,-0.023
'2021-05-09 23:16:26 668',-0.137,-1.003,-0.112,-0.387,0.317,0.205,-96.31,-7.98,159.03,0.108,0.12,0.011
'2021-05-09 23:16:26 625',-0.135,-1.003,-0.111,-0.381,0.309,0.2,-96.36,-7.92,159.11,0.04,0.052,0.001
'2021-05-09 23:16:26 571',-0.137,-1.001,-0.111,-0.378,0.312,0.2,-96.29,-8.1,158.76,0.051,-0.04,0.046
'2021-05-09 23:16:26 518',-0.137,-1.002,-0.112,-0.387,0.308,0.204,-96.33,-8.03,158.92,0.045,0.113,0.002
'2021-05-09 23:16:26 514',-0.136,-0.999,-0.112,-0.387,0.308,0.206,-96.23,-8.01,159,0.088,-0.086,0.152
'2021-05-09 23:16:26 421',-0.136,-1.001,-0.112,-0.387,0.312,0.201,-96.29,-8.1,158.82,0.051,-0.014,0.096
'2021-05-09 23:16:26 364',-0.135,-1.003,-0.111,-0.388,0.31,0.208,-96.22,-7.86,159.16,0.105,0.095,0.052
'2021-05-09 23:16:26 360',-0.136,-1.005,-0.112,-0.385,0.309,0.193,-96.28,-7.73,159.19,0.088,0.005,0.084
'2021-05-09 23:16:26 267',-0.135,-1.002,-0.111,-0.389,0.305,0.195,-96.29,-7.5,159.28,0.087,-0.028,0.088
'2021-05-09 23:16:26 210',-0.136,-1.003,-0.111,-0.382,0.308,0.195,-96.33,-7.68,159.16,0.031,-0.084,0.11
'2021-05-09 23:16:26 159',-0.135,-1.002,-0.11,-0.382,0.309,0.203,-96.26,-7.54,159.07,0.033,0.12,-0.053
'2021-05-09 23:16:26 117',-0.134,-1.003,-0.112,-0.385,0.302,0.193,-96.35,-7.41,159.3,0.076,0.113,0.034
'2021-05-09 23:16:26 053',-0.134,-0.999,-0.111,-0.377,0.306,0.198,-96.21,-7.72,159.04,0.107,-0.085,0.023
'2021-05-09 23:16:26 009',-0.134,-1,-0.11,-0.385,0.311,0.196,-96.16,-7.62,158.96,0.097,-0.016,0
'2021-05-09 23:16:25 962',-0.132,-1.004,-0.112,-0.384,0.314,0.2,-96.41,-7.7,159.22,0.055,-0.037,0.041
'2021-05-09 23:16:25 903',-0.132,-1.002,-0.11,-0.381,0.306,0.195,-96.25,-7.71,159.19,0.111,-0.035,0.02
'2021-05-09 23:16:25 840',-0.132,-1.003,-0.111,-0.387,0.308,0.203,-96.44,-7.71,159.56,0.057,0.012,0.094
'2021-05-09 23:16:25 812',-0.131,-1.002,-0.113,-0.384,0.312,0.196,-96.41,-7.7,159.3,0.012,-0.008,0.025
